Time;NumMsgSent;Distance;NodesLost;Targets_left
176,4078;4630;914,3574;0;0
200,4983;4844;1056,579;0;0
197,5505;4777;934,0582;0;0
170,12;4620;879,1925;0;0
207,2841;4918;1042,854;0;0
175,5881;4615;936,0656;0;0
164,3858;4338;850,229;0;0
172,985;4637;889,8583;0;0
197,5734;4898;999,1538;0;0
184,048;4717;972,2311;0;0
163,6046;4348;829,981;0;0
178,2255;4663;952,7932;0;0
172,869;4608;959,3013;0;0
173,953;4533;903,3752;0;0
173,7215;4537;909,2723;0;0
163,4536;4441;891,9161;0;0
180,8196;4496;931,2516;0;0
197,0204;4716;1013,298;0;0
206,6862;4797;1083,962;0;0
198,3326;4756;1015,28;0;0
168,6197;4482;884,2049;0;0
196,3201;4706;992,9316;0;0
167,5883;4396;928,2546;0;0
172,1559;4449;946,2768;0;0
183,8584;4621;939,3394;0;0
212,6526;4851;978,7911;0;0
173,8326;4503;933,6554;0;0
189,5181;4637;950,993;0;0
219,8566;4930;1100,702;0;0
185,2339;4462;968,5598;0;0
190,3445;4704;977,8442;0;0
199,7076;4648;1067,166;0;0
173,5729;4543;892,1949;0;0
167,2028;4510;868,8743;0;0
186,1514;4537;1011,752;0;0
183,6292;4627;909,4215;0;0
206,4123;4775;1081,954;0;0
193,2046;4715;1055,957;0;0
271,3402;5225;933,0474;1;0
192,8424;4744;1016,693;0;0
