Time;NumMsgSent;Distance;NodesLost;Targets_left
161,7339;4352;885,9675;0;0
155,076;4207;850,109;0;0
159,7357;4358;882,1192;0;0
165,0948;4479;886,1025;0;0
191,1092;4561;1005,363;0;0
163,7466;4320;900,9769;0;0
168,4082;4411;925,6653;0;0
161,721;4338;913,532;0;0
163,0759;4416;893,2267;0;0
175,7364;4593;943,2159;0;0
185,0752;4761;1006,155;0;0
174,3975;4447;909,7264;0;0
166,4027;4540;896,8766;0;0
170,4045;4548;898,5438;0;0
149,0067;4220;816,5864;0;0
171,7199;4596;943,7993;0;0
174,3935;4464;895,3022;0;0
165,7919;4568;902,1985;0;0
166,3846;4449;911,7938;0;0
174,3749;4548;965,1055;0;0
181,7213;4607;984,793;0;0
162,3843;4363;869,3669;0;0
169,7678;4540;934,8025;0;0
153,1342;4399;819,2772;0;0
177,06;4606;942,1185;0;0
146,424;4133;821,4312;0;0
157,0713;4328;867,8124;0;0
182,4122;4725;969,0164;0;0
160,4053;4370;900,6932;0;0
163,0734;4363;885,6962;0;0
153,7271;4183;815,8699;0;0
169,0434;4425;939,613;0;0
183,0494;4696;994,4771;0;0
164,3892;4399;935,2096;0;0
153,0416;4224;852,3622;0;0
158,3892;4254;873,1605;0;0
167,7665;4568;908,5961;0;0
151,0858;4364;807,2665;0;0
176,4112;4579;960,5305;0;0
179,0527;4550;949,3158;0;0
169,7209;4411;921,5101;0;0
157,087;4225;855,189;0;0
158,3997;4346;850,5417;0;0
174,377;4587;937,5492;0;0
154,4137;4278;812,3499;0;0
175,6309;4480;912,6564;0;0
157,0421;4367;904,976;0;0
167,0305;4445;884,4617;0;0
141,0781;4061;782,2698;0;0
197,7511;4799;999,0511;0;0
188,3643;4704;1000,931;0;0
175,0576;4538;963,5389;0;0
177,0699;4591;918,0454;0;0
153,0341;4259;810,778;0;0
163,7499;4380;882,2838;0;0
172,3921;4516;922,5721;0;0
173,7803;4564;943,8765;0;0
170,4655;4595;918,15;0;0
185,0775;4679;1009,113;0;0
169,8032;4487;945,8935;0;0
181,1024;4704;969,5396;0;0
178,4477;4524;931,4019;0;0
163,0714;4502;918,9273;0;0
175,0556;4587;953,8801;0;0
186,3687;4543;975,9747;0;0
182,3878;4632;984,8154;0;0
167,1358;4409;905,9604;0;0
163,2042;4443;926,2421;0;0
182,9989;4690;924,9252;0;0
159,7135;4332;862,7213;0;0
153,0496;4372;836,6606;0;0
178,4228;4502;963,2316;0;0
162,3958;4347;885,4541;0;0
179,7252;4592;886,2367;0;0
176,3983;4616;948,3653;0;0
164,4138;4356;885,6161;0;0
163,7057;4474;903,6648;0;0
158,4128;4342;866,5421;0;0
158,4179;4392;847,4566;0;0
158,4021;4416;869,3991;0;0
177,7374;4537;988,333;0;0
171,0612;4537;959,4208;0;0
184,3789;4653;1011,768;0;0
161,0536;4416;892,8172;0;0
159,8401;4310;919,0994;0;0
153,0444;4280;846,6069;0;0
181,0939;4629;989,9187;0;0
169,6895;4463;930,3634;0;0
175,7494;4573;973,2399;0;0
155,7115;4310;865,401;0;0
151,0485;4355;831,848;0;0
172,3907;4387;918,1367;0;0
163,0547;4353;880,014;0;0
166,7229;4457;931,0253;0;0
160,3688;4475;855,1502;0;0
180,3686;4661;945,8831;0;0
176,4056;4521;950,9615;0;0
147,0579;4153;816,2235;0;0
176,4278;4590;991,3561;0;0
