Time;NumMsgSent;Distance;NodesLost;Targets_left
427,1248;6087;2084,377;0;0
215,527;4004;1098,4;0;0
233,848;4513;1243,468;0;0
304,5452;4946;1483,104;0;0
397,8695;6101;1811,317;0;0
225,1913;4214;1175,58;0;0
178,5217;3685;999,3066;0;0
432,8623;6448;1535,493;1;0
201,5287;3915;1096,213;0;0
213,5269;3749;930,9459;1;0
135,2015;2890;713,5526;0;0
250,2186;4539;1308,623;0;0
197,8751;3638;990,7607;0;0
455,5394;5444;1655,531;2;0
218,1769;4119;1163,829;0;0
159,9185;3158;837,4674;0;0
168,2249;2845;746,0905;1;0
282,869;4884;1195,15;1;0
222,8829;4534;1124,712;0;0
144,5137;2957;799,6477;0;0
240,8426;4725;1320,863;0;0
429,2013;6985;1926,794;0;0
252,2008;4700;1325,953;0;0
252,2008;4700;1325,953;0;0
381,8499;6049;1854,476;0;0
179,5393;3595;1036,189;0;0
728,522;6637;2105,774;2;0
269,5873;4781;1423,951;0;0
322,9373;5333;1522,637;0;0
176,5204;3483;900,9813;0;0
230,5291;4600;1234,206;0;0
251,5182;2669;868,6457;2;0
284,8894;3535;1231,625;1;0
173,8663;3368;925,9442;0;0
239,9246;4577;1325,779;0;0
251,5353;4326;1311,187;0;0
188,5729;3254;982,3947;0;0
299,5411;5348;1450,48;0;0
295,5221;4911;1385,826;0;0
377,5248;5225;1717,711;1;0
264,1863;4981;1400,105;0;0
236,5279;2381;874,9293;2;0
157,6311;3163;847,2432;0;0
220,5259;4124;1174,374;0;0
175,1814;3403;946,827;0;0
149,5414;2963;813,0082;0;0
391,8638;5210;1702,425;1;0
247,8973;4290;1234,614;0;0
194,8708;2268;696,8104;2;0
244,2045;4721;1300,356;0;0
208,8684;3891;1120,549;0;0
235,5351;4729;1302,38;0;0
224,4284;4040;1136,762;0;0
266,5449;4948;1417,32;0;0
332,8872;6156;1671,246;0;0
205,8947;4082;1129,827;0;0
189,5363;3609;981,2984;0;0
569,4418;7759;2555,901;1;0
306,2123;4449;1318,896;0;0
161,5404;3318;900,9036;0;0
247,8868;4001;1153,129;0;0
296,2123;5560;1656,132;0;0
378,881;5722;1762,821;0;0
323,2095;5621;1642,683;0;0
260,5454;2953;1039,873;1;0
209,538;2832;828,7224;0;0
342,5464;4916;1419,244;0;0
900,2289;3926;319,826;6;5
213,8687;3073;822,3881;1;0
406,5388;5370;1549,98;2;0
448,8786;4609;1195,583;3;0
274,5419;5055;1410,921;0;0
244,8697;3902;1220,17;0;0
448,9132;7122;2169,955;0;0
302,2198;5172;1509,706;0;0
230,5347;4493;1245,638;0;0
166,5469;3372;823,1177;0;0
239,2159;4590;1295,866;0;0
274,8756;5111;1409,203;0;0
193,5479;1055;331,3572;4;0
298,5974;5146;1528,598;0;0
390,5399;4676;1605,317;1;0
174,227;3687;938,2535;0;0
274,5446;4724;1434,036;0;0
163,2013;3224;914,915;0;0
192,3017;3812;1037,684;0;0
254,5953;4994;1295,334;0;0
311,2859;2998;842,7739;3;0
294,2502;4739;1327,625;0;0
221,2388;3970;974,4409;1;0
900,1826;1065;78,59449;6;9
900,1791;5092;303,915;6;9
351,0031;6306;1827,984;0;0
197,279;3974;1030,722;0;0
204,6467;2198;749,913;2;0
242,9635;4153;1182,262;0;0
900,1892;4665;532,0635;6;5
900,2095;6528;529,6226;6;5
900,187;11815;977,4952;6;5
347,6673;5652;1505,175;1;0
263,6462;4162;1105,456;1;0
470,7136;6801;2010,518;1;0
302,6773;4409;1226,14;0;0
223,6268;3725;1063,616;1;0
327,6513;1813;614,6913;4;0
277,3199;4363;1288,152;0;0
213,6033;2701;784,4138;2;0
211,279;4133;1151,364;0;0
197,9808;3952;1033,94;0;0
198,9864;4085;1091,062;0;0
251,3229;4170;1106,974;0;0
211,6203;4197;1100,974;0;0
900,0757;3994;923,1046;6;2
303,6241;4855;1380,859;1;0
228,2659;4371;1231,563;0;0
418,0039;3339;1164,958;3;0
250,9508;4918;1347,153;0;0
340,0611;4267;1441,306;1;0
252,2796;4939;1388,832;0;0
219,6281;4280;1176,958;0;0
289,6314;3420;927,3541;2;0
269,9784;5214;1431,47;0;0
237,6031;3439;885,5604;2;0
228,6418;4614;1239,016;0;0
166,2679;3632;949,1841;0;0
314,0364;4308;1281,642;1;0
199,6107;4314;1061,1;0;0
128,2743;1953;600,7542;1;0
207,65;4150;1151,289;0;0
275,0086;4744;1470,041;0;0
242,9478;3744;1052,66;0;0
303,0068;5761;1595,673;0;0
222,6575;2586;780,7031;2;0
140,9449;2644;642,7734;1;0
370,0179;4967;1513,706;1;0
229,9719;3892;1004,518;1;0
193,9348;3640;1026,011;0;0
201,6148;3993;1081,46;0;0
173,9539;3572;923,5297;0;0
197,5959;4157;1063,284;0;0
288,2693;5662;1565,538;0;0
228,9255;4520;1252,354;0;0
117,216;2599;612,2324;0;0
243,9319;4714;1349,155;0;0
188,9077;3842;994,0174;0;0
309,6284;5635;1633,605;0;0
268,5755;4957;1431,89;0;0
292,9662;3364;1097,026;1;0
293,2583;5580;1480,632;0;0
250,9184;4309;1075,708;1;0
209,2101;3948;1102,991;0;0
241,2015;4759;1330,677;0;0
194,5379;3895;981,0084;0;0
