Time;NumMsgSent;Distance;NodesLost;Targets_left
273,9609;5312;1436,641;0;0
260,6095;4950;1416,467;0;0
278,0186;5265;1517,45;0;0
455,7066;3661;593,2158;4;0
524,1066;2979;931,5726;3;0
231,6306;3593;1178,903;0;0
276,2964;3388;726,7531;3;0
191,6327;3841;1042,692;0;0
166,2558;3533;930,8555;0;0
111,9155;2480;642,5072;0;0
900,2087;3419;2088,896;6;7
206,269;4136;1144,473;0;0
271,9536;4663;1383,413;0;0
493,3971;8376;2313,302;0;0
355,0241;6374;1570,702;0;0
317,9507;6011;1538,448;0;0
175,2673;3536;998,0283;0;0
249,2799;4903;1272,855;0;0
302,3181;5701;1539,287;0;0
290,6736;5148;1470,095;0;0
168,6036;3228;947,0861;0;0
244,665;4632;1046,455;0;0
230,6223;2412;656,857;3;0
298,3005;5572;1554,572;0;0
289,2983;5557;1550,429;0;0
900,2316;12605;2555,708;6;1
322,6088;5505;1666,141;0;0
229,6796;4318;1208,834;0;0
209,2353;3883;1127,789;0;0
319,954;5926;1585,799;0;0
242,9058;4538;1285,617;0;0
340,3016;5306;1769,028;0;0
226,2799;4502;1249,827;0;0
345,2424;5343;1274,857;1;0
301,9214;5588;1611,197;0;0
226,8752;4341;1275,057;0;0
291,2041;5474;1599,345;0;0
161,2012;3285;848,7352;0;0
377,2274;6878;1873,4;0;0
900,203;767;169,9316;6;9
209,2019;3716;1070,543;0;0
161,2116;3215;855,2816;0;0
170,2308;3661;928,6568;0;0
125,2005;2565;685,7074;0;0
258,2009;4681;1372,816;0;0
179,2007;3210;898,6002;0;0
411,2085;3239;1274,135;2;0
490,5416;6692;1481,422;1;0
169,2015;3427;888,022;0;0
184,2101;3726;998,8644;0;0
264,8685;5465;1486,865;0;0
256,8683;4693;1424,996;0;0
286,2046;5484;1539,113;0;0
181,8705;3764;954,0254;0;0
238,2027;4530;1268,671;0;0
