Time;NumMsgSent;Distance;NodesLost;Targets_left
157,1482;4358;866,6263;0;0
170,1525;4520;899,5382;0;0
166,3825;4503;900,8491;0;0
177,7275;4576;955,4609;0;0
181,6815;4608;982,5413;0;0
163,0619;4438;910,9802;0;0
165,7412;4390;891,2488;0;0
165,7536;4295;933,0544;0;0
157,0926;4151;816,4924;0;0
149,114;4231;841,9984;0;0
157,7158;4374;839,105;0;0
170,411;4420;918,516;0;0
161,0657;4399;888,1381;0;0
188,4088;4704;1000,623;0;0
177,0484;4491;920,7847;0;0
169,0923;4560;931,5885;0;0
174,5253;4493;936,3821;0;0
178,3959;4670;992,5176;0;0
148,4209;4214;832,7581;0;0
160,3585;4338;867,4708;0;0
173,7184;4452;930,2046;0;0
167,7294;4480;870,0383;0;0
178,3956;4671;954,8614;0;0
178,639;4552;965,715;0;0
189,738;4705;1013,945;0;0
179,129;4683;958,9001;0;0
168,4199;4544;910,1336;0;0
159,1036;4369;890,4441;0;0
161,7598;4513;896,9455;0;0
155,0849;4216;847,8825;0;0
179,0186;4628;995,2644;0;0
159,0619;4337;837,7553;0;0
177,7328;4664;960,2811;0;0
159,7217;4390;882,7637;0;0
180,3719;4631;997,094;0;0
167,7405;4443;914,212;0;0
145,0605;4244;808,9523;0;0
163,0777;4410;909,4944;0;0
167,0364;4418;930,8078;0;0
167,7393;4418;890,4785;0;0
156,3876;4400;845,3721;0;0
163,0572;4337;850,451;0;0
163,1021;4365;911,2736;0;0
154,4059;4284;864,4476;0;0
164,4011;4463;902,845;0;0
159,0768;4421;887,7418;0;0
171,07;4348;623,61;2;0
161,7475;4434;897,2968;0;0
173,777;4512;936,1804;0;0
184,3692;4538;1015,631;0;0
163,0563;4372;907,4681;0;0
184,3811;4695;1021,675;0;0
170,41;4419;906,641;0;0
193,0053;4648;956,82;0;0
178,3976;4569;959,4237;0;0
163,2778;4223;888,193;0;0
141,7603;4171;759,5145;0;0
149,7026;4201;837,6155;0;0
159,0809;4376;859,9296;0;0
169,7875;4523;950,1227;0;0
154,3714;4301;872,3103;0;0
158,3517;4429;861,753;0;0
179,7322;4589;977,7398;0;0
166,4026;4328;893,1479;0;0
149,0417;4254;840,5088;0;0
151,0454;4175;841,6771;0;0
181,0312;4592;971,2757;0;0
173,0815;4540;935,2854;0;0
163,7614;4424;915,8865;0;0
169,764;4473;908,7922;0;0
167,0669;4461;872,3165;0;0
162,4059;4201;897,7001;0;0
167,7438;4519;924,7744;0;0
169,071;4453;947,2087;0;0
155,0604;4285;871,2341;0;0
144,449;4208;808,5802;0;0
173,0822;4538;927,2345;0;0
147,7351;4334;800,4029;0;0
163,0686;4362;844,5417;0;0
165,0525;4496;919,9161;0;0
167,0436;4398;875,6199;0;0
184,996;4759;1010,255;0;0
172,3885;4478;968,0334;0;0
159,7245;4394;889,5128;0;0
161,6799;4336;843,5142;0;0
199,0695;4937;1087,785;0;0
164,4167;4359;883,787;0;0
158,3809;4384;863,3781;0;0
161,7156;4486;867,9517;0;0
149,062;4249;835,267;0;0
164,4279;4465;907,8647;0;0
169,0659;4460;912,4142;0;0
172,4109;4439;883,111;0;0
146,4117;4135;795,8082;0;0
178,4942;4567;963,9877;0;0
173,7454;4645;960,8094;0;0
158,4227;4382;866,2823;0;0
167,7399;4418;878,4057;0;0
181,0724;4510;919,7809;0;0
157,7494;4360;867,798;0;0
