Time;NumMsgSent;Distance;NodesLost;Targets_left
229,2093;3691;1102,875;0;0
207,2166;3760;1105,009;0;0
352,1998;3538;753,6689;3;0
263,5347;4675;1399,412;0;0
135,503;2586;636,6703;0;0
184,1956;3485;1002,643;0;0
274,5398;4452;1431,194;0;0
362,8561;6056;1694,46;0;0
295,5222;3685;820,9611;2;0
251,5345;4059;1195,257;0;0
231,5254;4187;1218,723;0;0
225,8837;3929;1205,96;0;0
199,8765;3407;1078,547;0;0
197,2897;3545;1021,309;0;0
187,5376;3462;971,1456;0;0
288,4657;4961;1520,077;0;0
199,2036;3763;1040,546;0;0
178,8648;3155;905,3677;0;0
170,9033;3187;868,0969;0;0
307,7211;4604;1517,104;0;0
239,5371;4342;1278,111;0;0
155,1814;2829;801,8883;0;0
183,5264;3547;988,6884;0;0
258,5423;4539;1377,138;0;0
230,8693;4106;1109,677;0;0
243,5288;4166;1155,038;0;0
265,2326;4598;1398,82;0;0
215,8364;3810;1075,266;0;0
227,2367;4183;1223,442;0;0
272,2001;3796;1011,759;1;0
181,1836;3440;969,5872;0;0
223,6458;3271;468,1604;3;0
196,8486;3434;1065,665;0;0
186,1905;3487;1043,698;0;0
214,8739;3821;1096,542;0;0
258,5538;3886;990,5695;1;0
286,2035;4657;1511,931;0;0
224,8697;4055;1239,6;0;0
195,8571;3744;1032,066;0;0
330,2018;3496;780,2681;3;0
167,5143;3181;876,7266;0;0
237,8875;4362;1262,539;0;0
335,862;4558;964,3466;2;0
273,8586;4718;1269,998;0;0
289,1992;3973;1221,754;0;0
202,1209;3652;1075,298;0;0
334,5383;5548;1572,081;0;0
176,885;3360;917,5104;0;0
248,8566;4425;1370,433;0;0
185,8552;3293;1028,701;0;0
225,537;3911;1236,595;0;0
215,5442;3728;1053,51;0;0
219,2804;4066;1156,185;0;0
221,8694;3812;1128,973;0;0
331,2994;5515;1630,253;0;0
218,8723;3580;1102,144;0;0
297,7776;4645;1393,172;0;0
